param H_MAX_RACK:=929;

param N_paletes:=400;

param N_Niveis:=500;

param N_Racks:=50;

param Palete:
#	Referencia	Altura	Largura	Taxa de >Utilizacao
	1	2	3	4:=
89	16	79	1000	93
90	251	79	1000	0
91	38	42	1000	49
92	172	39	1000	11
93	198	39	1000	8
94	56	79	1000	44
95	113	115	1000	20
96	29	79	1000	68
97	145	79	1000	12
98	165	99	1000	11
99	124	109	1000	17
100	275	109	800	7
101	15	79	1000	93
102	227	79	1000	4
103	136	33	1000	13
104	16	79	1000	93
105	110	59	1000	22
106	99	79	1000	24
107	101	33	1000	24
108	16	79	1000	93
109	15	79	1000	93
110	110	59	1000	22
111	62	59	1000	43
112	151	49	1000	11
113	161	59	1000	11
114	263	39	800	15
115	92	79	1000	25
116	5	46	1000	148
117	59	79	1000	44
118	159	39	1000	11
119	273	109	800	7
120	27	79	1000	73
121	124	109	1000	17
122	280	109	800	3
123	157	79	1000	11
124	281	109	800	2
125	140	49	1000	13
126	15	79	1000	93
127	185	79	1000	9
128	191	79	1000	9
129	16	79	1000	93
130	67	79	1000	41
131	83	79	1000	28
132	137	33	1000	13
133	4	59	1000	157
134	276	109	800	5
135	21	79	1000	86
136	1	59	1000	176
137	211	59	1000	5
138	118	109	1000	18
139	188	46	1000	9
140	185	79	1000	9
141	15	79	1000	93
142	71	39	1000	36
143	67	79	1000	41
144	15	79	1000	93
145	16	79	1000	93
146	15	79	1000	93
147	204	59	1000	7
148	127	119	1000	16
149	104	46	1000	23
150	150	99	1000	12
151	145	79	1000	12
152	42	33	1000	48
153	242	39	1000	2
154	12	79	1000	96
155	149	39	1000	12
156	60	33	1000	43
157	116	49	1000	19
158	78	33	1000	32
159	83	79	1000	28
160	259	79	800	29
161	92	79	1000	25
162	108	33	1000	23
163	258	79	800	29
164	229	59	1000	3
165	279	59	800	3
166	156	79	1000	11
167	83	79	1000	28
168	219	79	1000	5
169	125	49	1000	17
170	16	79	1000	93
171	109	59	1000	23
172	68	33	1000	40
173	52	39	1000	46
174	87	79	1000	27
175	216	59	1000	5
176	16	79	1000	93
177	54	79	1000	46
178	164	99	1000	11
179	120	79	1000	18
180	172	39	1000	11
181	204	99	1000	7
182	194	79	1000	9
183	96	59	1000	25
184	201	41	1000	7
185	15	79	1000	93
186	60	33	1000	43
187	16	79	1000	93
188	72	39	1000	36
189	258	79	800	29
190	16	79	1000	93
191	117	109	1000	18
192	146	79	1000	12
193	16	79	1000	93
194	145	79	1000	12
195	274	109	800	7
196	234	39	1000	3
197	62	59	1000	43
198	179	39	1000	10
199	76	59	1000	34
200	134	33	1000	14
201	164	99	1000	11
202	77	49	1000	34
203	3	47	1000	166
204	251	79	1000	0
205	38	42	1000	49
206	16	79	1000	93
207	63	79	1000	43
208	129	33	1000	15
209	46	39	1000	48
210	238	59	1000	3
211	18	33	1000	87
212	12	79	1000	96
213	113	115	1000	20
214	186	33	1000	9
215	60	33	1000	43
216	10	33	1000	114
217	117	109	1000	18
218	62	79	1000	43
219	1	79	1000	176
220	15	79	1000	93
221	165	99	1000	11
222	24	33	1000	80
223	15	79	1000	93
224	131	33	1000	15
225	12	79	1000	96
226	251	79	1000	0
227	276	109	800	5
228	16	79	1000	93
229	137	33	1000	13
230	136	33	1000	13
231	16	79	1000	93
232	91	39	1000	25
233	171	79	1000	11
234	72	39	1000	36
235	124	109	1000	17
236	74	33	1000	34
237	109	59	1000	23
238	39	79	1000	49
239	83	79	1000	28
240	39	79	1000	49
241	29	79	1000	68
242	178	33	1000	10
243	66	79	1000	42
244	152	33	1000	11
245	59	79	1000	44
246	228	39	1000	4
247	185	49	1000	9
248	16	79	1000	93
249	258	79	800	29
250	18	33	1000	87
251	195	99	1000	9
252	281	109	800	2
253	83	79	1000	28
254	50	46	1000	47
255	67	79	1000	41
256	15	79	1000	93
257	16	79	1000	93
258	94	59	1000	25
259	15	79	1000	93
260	45	39	1000	48
261	69	79	1000	38
262	224	59	1000	4
263	117	109	1000	18
264	99	79	1000	24
265	100	79	1000	24
266	167	59	1000	11
267	42	33	1000	48
268	27	79	1000	73
269	256	79	1000	0
270	16	79	1000	93
271	16	79	1000	93
272	12	79	1000	96
273	29	79	1000	68
274	196	79	1000	9
275	85	79	1000	28
276	75	39	1000	34
277	101	33	1000	24
278	248	39	1000	1
279	20	79	1000	86
280	165	99	1000	11
281	241	79	1000	2
282	16	79	1000	93
283	15	79	1000	93
284	39	79	1000	49
285	168	59	1000	11
286	133	59	1000	14
287	266	109	800	11
288	69	79	1000	38
289	214	39	1000	5
290	83	79	1000	28
291	87	39	1000	27
292	125	49	1000	17
293	49	42	1000	47
294	273	109	800	7
295	273	49	800	7
296	75	39	1000	34
297	127	119	1000	16
298	12	79	1000	96
299	229	59	1000	3
300	16	79	1000	93
301	206	59	1000	6
302	163	99	1000	11
303	87	79	1000	27
304	281	109	800	2
305	15	79	1000	93
306	54	79	1000	46
307	9	33	1000	124
308	114	109	1000	20
309	50	46	1000	47
310	262	39	800	15
311	246	39	1000	1
312	24	33	1000	80
313	159	39	1000	11
314	13	79	1000	95
315	233	39	1000	3
316	144	39	1000	12
317	149	39	1000	12
318	166	39	1000	11
319	15	79	1000	93
320	158	79	1000	11
321	63	79	1000	43
322	224	79	1000	4
323	39	79	1000	49
324	67	79	1000	41
325	16	79	1000	93
326	280	109	800	3
327	13	79	1000	95
328	125	109	1000	17
329	136	33	1000	13
330	150	109	1000	12
331	15	79	1000	93
332	131	33	1000	15
333	16	79	1000	93
334	56	79	1000	44
335	150	109	1000	12
336	131	33	1000	15
337	91	39	1000	25
338	16	79	1000	93
339	83	79	1000	28
340	15	79	1000	93
341	228	39	1000	4
342	12	79	1000	96
343	79	39	1000	32
344	50	46	1000	47
345	160	39	1000	11
346	39	79	1000	49
347	26	59	1000	78
348	23	47	1000	83
349	272	39	800	7
350	193	39	1000	9
351	154	99	1000	11
352	15	79	1000	93
353	87	79	1000	27
354	263	39	800	15
355	187	39	1000	9
356	129	33	1000	15
357	28	59	1000	72
358	34	79	1000	61
359	261	61	800	23
360	101	33	1000	24
361	15	79	1000	93
362	246	39	1000	1
363	125	109	1000	17
364	50	46	1000	47
365	251	79	1000	0
366	146	79	1000	12
367	202	41	1000	7
368	1	79	1000	176
369	273	49	800	7
370	146	79	1000	12
371	251	79	1000	0
372	9	33	1000	124
373	125	109	1000	17
374	27	79	1000	73
375	264	79	800	12
376	124	109	1000	17
377	12	79	1000	96
378	211	59	1000	5
379	57	79	1000	44
380	64	79	1000	42
381	276	109	800	5
382	96	59	1000	25
383	222	39	1000	4
384	194	39	1000	9
385	186	33	1000	9
386	32	79	1000	64
387	200	33	1000	8
388	118	109	1000	18
389	144	39	1000	12
390	33	79	1000	62
391	164	99	1000	11
392	61	59	1000	43
393	215	33	1000	5
394	1	79	1000	176
395	177	59	1000	10
396	25	47	1000	78
397	15	79	1000	93
398	108	33	1000	23
399	110	59	1000	22
400	204	99	1000	7
;

param Nivel:
#	tempo	largura	rack
	1	2	3	:=
1	0	3200	1
2	1	3200	1
3	2	3200	1
4	4	3200	1
5	5	3200	1
6	7	3200	1
7	9	3200	1
8	12	3200	1
9	14	3200	1
10	17	3200	1
11	0	3200	2
12	1	3200	2
13	2	3200	2
14	4	3200	2
15	5	3200	2
16	7	3200	2
17	9	3200	2
18	12	3200	2
19	14	3200	2
20	17	3200	2
21	3	3200	3
22	4	3200	3
23	5	3200	3
24	7	3200	3
25	8	3200	3
26	10	3200	3
27	12	3200	3
28	15	3200	3
29	17	3200	3
30	20	3200	3
31	2	3200	4
32	3	3200	4
33	4	3200	4
34	6	3200	4
35	7	3200	4
36	9	3200	4
37	11	3200	4
38	14	3200	4
39	16	3200	4
40	19	3200	4
41	0	3200	5
42	1	3200	5
43	2	3200	5
44	4	3200	5
45	5	3200	5
46	7	3200	5
47	9	3200	5
48	12	3200	5
49	14	3200	5
50	17	3200	5
51	0	3200	6
52	1	3200	6
53	2	3200	6
54	4	3200	6
55	5	3200	6
56	7	3200	6
57	9	3200	6
58	12	3200	6
59	14	3200	6
60	17	3200	6
61	2	3200	7
62	3	3200	7
63	4	3200	7
64	6	3200	7
65	7	3200	7
66	9	3200	7
67	11	3200	7
68	14	3200	7
69	16	3200	7
70	19	3200	7
71	3	3200	8
72	4	3200	8
73	5	3200	8
74	7	3200	8
75	8	3200	8
76	10	3200	8
77	12	3200	8
78	15	3200	8
79	17	3200	8
80	20	3200	8
81	4	3200	9
82	5	3200	9
83	6	3200	9
84	8	3200	9
85	9	3200	9
86	11	3200	9
87	13	3200	9
88	16	3200	9
89	18	3200	9
90	21	3200	9
91	3	3200	10
92	4	3200	10
93	5	3200	10
94	7	3200	10
95	8	3200	10
96	10	3200	10
97	12	3200	10
98	15	3200	10
99	17	3200	10
100	20	3200	10
101	2	3200	11
102	3	3200	11
103	4	3200	11
104	6	3200	11
105	7	3200	11
106	9	3200	11
107	11	3200	11
108	14	3200	11
109	16	3200	11
110	19	3200	11
111	2	3200	12
112	3	3200	12
113	4	3200	12
114	6	3200	12
115	7	3200	12
116	9	3200	12
117	11	3200	12
118	14	3200	12
119	16	3200	12
120	19	3200	12
121	3	3200	13
122	4	3200	13
123	5	3200	13
124	7	3200	13
125	8	3200	13
126	10	3200	13
127	12	3200	13
128	15	3200	13
129	17	3200	13
130	20	3200	13
131	4	3200	14
132	5	3200	14
133	6	3200	14
134	8	3200	14
135	9	3200	14
136	11	3200	14
137	13	3200	14
138	16	3200	14
139	18	3200	14
140	21	3200	14
141	4	3200	15
142	5	3200	15
143	6	3200	15
144	8	3200	15
145	9	3200	15
146	11	3200	15
147	13	3200	15
148	16	3200	15
149	18	3200	15
150	21	3200	15
151	3	3200	16
152	4	3200	16
153	5	3200	16
154	7	3200	16
155	8	3200	16
156	10	3200	16
157	12	3200	16
158	15	3200	16
159	17	3200	16
160	20	3200	16
161	2	3200	17
162	3	3200	17
163	4	3200	17
164	6	3200	17
165	7	3200	17
166	9	3200	17
167	11	3200	17
168	14	3200	17
169	16	3200	17
170	19	3200	17
171	2	3200	18
172	3	3200	18
173	4	3200	18
174	6	3200	18
175	7	3200	18
176	9	3200	18
177	11	3200	18
178	14	3200	18
179	16	3200	18
180	19	3200	18
181	3	3200	19
182	4	3200	19
183	5	3200	19
184	7	3200	19
185	8	3200	19
186	10	3200	19
187	12	3200	19
188	15	3200	19
189	17	3200	19
190	20	3200	19
191	4	3200	20
192	5	3200	20
193	6	3200	20
194	8	3200	20
195	9	3200	20
196	11	3200	20
197	13	3200	20
198	16	3200	20
199	18	3200	20
200	21	3200	20
201	5	3200	21
202	6	3200	21
203	7	3200	21
204	9	3200	21
205	10	3200	21
206	12	3200	21
207	14	3200	21
208	17	3200	21
209	19	3200	21
210	22	3200	21
211	4	3200	22
212	5	3200	22
213	6	3200	22
214	8	3200	22
215	9	3200	22
216	11	3200	22
217	13	3200	22
218	16	3200	22
219	18	3200	22
220	21	3200	22
221	3	3200	23
222	4	3200	23
223	5	3200	23
224	7	3200	23
225	8	3200	23
226	10	3200	23
227	12	3200	23
228	15	3200	23
229	17	3200	23
230	20	3200	23
231	3	3200	24
232	4	3200	24
233	5	3200	24
234	7	3200	24
235	8	3200	24
236	10	3200	24
237	12	3200	24
238	15	3200	24
239	17	3200	24
240	20	3200	24
241	4	3200	25
242	5	3200	25
243	6	3200	25
244	8	3200	25
245	9	3200	25
246	11	3200	25
247	13	3200	25
248	16	3200	25
249	18	3200	25
250	21	3200	25
251	5	3200	26
252	6	3200	26
253	7	3200	26
254	9	3200	26
255	10	3200	26
256	12	3200	26
257	14	3200	26
258	17	3200	26
259	19	3200	26
260	22	3200	26
261	5	3200	27
262	6	3200	27
263	7	3200	27
264	9	3200	27
265	10	3200	27
266	12	3200	27
267	14	3200	27
268	17	3200	27
269	19	3200	27
270	22	3200	27
271	4	3200	28
272	5	3200	28
273	6	3200	28
274	8	3200	28
275	9	3200	28
276	11	3200	28
277	13	3200	28
278	16	3200	28
279	18	3200	28
280	21	3200	28
281	3	3200	29
282	4	3200	29
283	5	3200	29
284	7	3200	29
285	8	3200	29
286	10	3200	29
287	12	3200	29
288	15	3200	29
289	17	3200	29
290	20	3200	29
291	3	3200	30
292	4	3200	30
293	5	3200	30
294	7	3200	30
295	8	3200	30
296	10	3200	30
297	12	3200	30
298	15	3200	30
299	17	3200	30
300	20	3200	30
301	4	3200	31
302	5	3200	31
303	6	3200	31
304	8	3200	31
305	9	3200	31
306	11	3200	31
307	13	3200	31
308	16	3200	31
309	18	3200	31
310	21	3200	31
311	5	3200	32
312	6	3200	32
313	7	3200	32
314	9	3200	32
315	10	3200	32
316	12	3200	32
317	14	3200	32
318	17	3200	32
319	19	3200	32
320	22	3200	32
321	6	3200	33
322	7	3200	33
323	8	3200	33
324	10	3200	33
325	11	3200	33
326	13	3200	33
327	15	3200	33
328	18	3200	33
329	20	3200	33
330	23	3200	33
331	5	3200	34
332	6	3200	34
333	7	3200	34
334	9	3200	34
335	10	3200	34
336	12	3200	34
337	14	3200	34
338	17	3200	34
339	19	3200	34
340	22	3200	34
341	4	3200	35
342	5	3200	35
343	6	3200	35
344	8	3200	35
345	9	3200	35
346	11	3200	35
347	13	3200	35
348	16	3200	35
349	18	3200	35
350	21	3200	35
351	4	3200	36
352	5	3200	36
353	6	3200	36
354	8	3200	36
355	9	3200	36
356	11	3200	36
357	13	3200	36
358	16	3200	36
359	18	3200	36
360	21	3200	36
361	5	3200	37
362	6	3200	37
363	7	3200	37
364	9	3200	37
365	10	3200	37
366	12	3200	37
367	14	3200	37
368	17	3200	37
369	19	3200	37
370	22	3200	37
371	6	3200	38
372	7	3200	38
373	8	3200	38
374	10	3200	38
375	11	3200	38
376	13	3200	38
377	15	3200	38
378	18	3200	38
379	20	3200	38
380	23	3200	38
381	6	3200	39
382	7	3200	39
383	8	3200	39
384	10	3200	39
385	11	3200	39
386	13	3200	39
387	15	3200	39
388	18	3200	39
389	20	3200	39
390	23	3200	39
391	5	3200	40
392	6	3200	40
393	7	3200	40
394	9	3200	40
395	10	3200	40
396	12	3200	40
397	14	3200	40
398	17	3200	40
399	19	3200	40
400	22	3200	40
401	4	3200	41
402	5	3200	41
403	6	3200	41
404	8	3200	41
405	9	3200	41
406	11	3200	41
407	13	3200	41
408	16	3200	41
409	18	3200	41
410	21	3200	41
411	4	3200	42
412	5	3200	42
413	6	3200	42
414	8	3200	42
415	9	3200	42
416	11	3200	42
417	13	3200	42
418	16	3200	42
419	18	3200	42
420	21	3200	42
421	5	3200	43
422	6	3200	43
423	7	3200	43
424	9	3200	43
425	10	3200	43
426	12	3200	43
427	14	3200	43
428	17	3200	43
429	19	3200	43
430	22	3200	43
431	6	3200	44
432	7	3200	44
433	8	3200	44
434	10	3200	44
435	11	3200	44
436	13	3200	44
437	15	3200	44
438	18	3200	44
439	20	3200	44
440	23	3200	44
441	7	3200	45
442	8	3200	45
443	9	3200	45
444	11	3200	45
445	12	3200	45
446	14	3200	45
447	16	3200	45
448	19	3200	45
449	21	3200	45
450	24	3200	45
451	6	3200	46
452	7	3200	46
453	8	3200	46
454	10	3200	46
455	11	3200	46
456	13	3200	46
457	15	3200	46
458	18	3200	46
459	20	3200	46
460	23	3200	46
461	5	3200	47
462	6	3200	47
463	7	3200	47
464	9	3200	47
465	10	3200	47
466	12	3200	47
467	14	3200	47
468	17	3200	47
469	19	3200	47
470	22	3200	47
471	5	3200	48
472	6	3200	48
473	7	3200	48
474	9	3200	48
475	10	3200	48
476	12	3200	48
477	14	3200	48
478	17	3200	48
479	19	3200	48
480	22	3200	48
481	6	3200	49
482	7	3200	49
483	8	3200	49
484	10	3200	49
485	11	3200	49
486	13	3200	49
487	15	3200	49
488	18	3200	49
489	20	3200	49
490	23	3200	49
491	7	3200	50
492	8	3200	50
493	9	3200	50
494	11	3200	50
495	12	3200	50
496	14	3200	50
497	16	3200	50
498	19	3200	50
499	21	3200	50
500	24	3200	50

;
