param N_paletes:=60;

param N_Niveis:=500;

param N_Racks:=50;

param Palete:
#	Referencia	Altura	Largura	Taxa de >Utilizacao
	1	2	3	4:=
70	23	3200	7	
71	6	3200	8	
72	7	3200	8	
73	8	3200	8	
74	10	3200	8	
75	11	3200	8	
76	13	3200	8	
77	15	3200	8	
78	18	3200	8	
79	20	3200	8	
80	23	3200	8	
81	8	3200	9	
82	9	3200	9	
83	10	3200	9	
84	12	3200	9	
85	13	3200	9	
86	15	3200	9	
87	17	3200	9	
88	20	3200	9	
89	22	3200	9	
90	25	3200	9	
91	9	3200	10	
92	10	3200	10	
93	11	3200	10	
94	13	3200	10	
95	14	3200	10	
96	16	3200	10	
97	18	3200	10	
98	21	3200	10	
99	23	3200	10	
100	26	3200	10	
101	10	3200	11	
102	11	3200	11	
103	12	3200	11	
104	14	3200	11	
105	15	3200	11	
106	17	3200	11	
107	19	3200	11	
108	22	3200	11	
109	24	3200	11	
110	27	3200	11	
111	11	3200	12	
112	12	3200	12	
113	13	3200	12	
114	15	3200	12	
115	16	3200	12	
116	18	3200	12	
117	20	3200	12	
118	23	3200	12	
119	25	3200	12	
120	28	3200	12	
121	12	3200	13	
122	13	3200	13	
123	14	3200	13	
124	16	3200	13	
125	17	3200	13	
126	19	3200	13	
127	21	3200	13	
128	24	3200	13	
129	26	3200	13	
130	29	3200	13	
131	13	3200	14	
132	14	3200	14	
133	15	3200	14	
134	17	3200	14	
135	18	3200	14	
136	20	3200	14	
137	22	3200	14	
138	25	3200	14	
139	27	3200	14	
140	30	3200	14	
141	14	3200	15	
142	15	3200	15	
143	16	3200	15	
144	18	3200	15	
145	19	3200	15	
146	21	3200	15	
147	23	3200	15	
148	26	3200	15	
149	28	3200	15	
150	31	3200	15	
151	15	3200	16	
152	16	3200	16	
153	17	3200	16	
154	19	3200	16	
155	20	3200	16	
156	22	3200	16	
157	24	3200	16	
158	27	3200	16	
159	29	3200	16	
160	32	3200	16	
161	16	3200	17	
162	17	3200	17	
163	18	3200	17	
164	20	3200	17	
165	21	3200	17	
166	23	3200	17	
167	25	3200	17	
168	28	3200	17	
169	30	3200	17	
170	33	3200	17	
171	17	3200	18	
172	18	3200	18	
173	19	3200	18	
174	21	3200	18	
175	22	3200	18	
176	24	3200	18	
177	26	3200	18	
178	29	3200	18	
179	31	3200	18	
180	34	3200	18	
181	18	3200	19	
182	19	3200	19	
183	20	3200	19	
184	22	3200	19	
185	23	3200	19	
186	25	3200	19	
187	27	3200	19	
188	30	3200	19	
189	32	3200	19	
190	35	3200	19	
191	19	3200	20	
192	20	3200	20	
193	21	3200	20	
194	23	3200	20	
195	24	3200	20	
196	26	3200	20	
197	28	3200	20	
198	31	3200	20	
199	33	3200	20	
200	36	3200	20	
201	20	3200	21	
202	21	3200	21	
203	22	3200	21	
204	24	3200	21	
205	25	3200	21	
206	27	3200	21	
207	29	3200	21	
208	32	3200	21	
209	34	3200	21	
210	37	3200	21	
211	21	3200	22	
212	22	3200	22	
213	23	3200	22	
214	25	3200	22	
215	26	3200	22	
216	28	3200	22	
217	30	3200	22	
218	33	3200	22	
219	35	3200	22	
220	38	3200	22	
221	22	3200	23	
222	23	3200	23	
223	24	3200	23	
224	26	3200	23	
225	27	3200	23	
226	29	3200	23	
227	31	3200	23	
228	34	3200	23	
229	36	3200	23	
230	39	3200	23	
231	23	3200	24	
232	24	3200	24	
233	25	3200	24	
234	27	3200	24	
235	28	3200	24	
236	30	3200	24	
237	32	3200	24	
238	35	3200	24	
239	37	3200	24	
240	40	3200	24	
241	24	3200	25	
242	25	3200	25	
243	26	3200	25	
244	28	3200	25	
245	29	3200	25	
246	31	3200	25	
247	33	3200	25	
248	36	3200	25	
249	38	3200	25	
250	41	3200	25	
251	0	3200	26	
252	1	3200	26	
253	2	3200	26	
254	4	3200	26	
255	5	3200	26	
256	7	3200	26	
257	9	3200	26	
258	12	3200	26	
259	14	3200	26	
260	17	3200	26	
261	1	3200	27	
262	2	3200	27	
263	3	3200	27	
264	5	3200	27	
265	6	3200	27	
266	8	3200	27	
267	10	3200	27	
268	13	3200	27	
269	15	3200	27	
270	18	3200	27	
271	2	3200	28	
272	3	3200	28	
273	4	3200	28	
274	6	3200	28	
275	7	3200	28	
276	9	3200	28	
277	11	3200	28	
278	14	3200	28	
279	16	3200	28	
280	19	3200	28	
281	3	3200	29	
282	4	3200	29	
283	5	3200	29	
284	7	3200	29	
285	8	3200	29	
286	10	3200	29	
287	12	3200	29	
288	15	3200	29	
289	17	3200	29	
290	20	3200	29	
291	4	3200	30	
292	5	3200	30	
293	6	3200	30	
294	8	3200	30	
295	9	3200	30	
296	11	3200	30	
297	13	3200	30	
298	16	3200	30	
299	18	3200	30	
300	21	3200	30	
301	5	3200	31	
302	6	3200	31	
303	7	3200	31	
304	9	3200	31	
305	10	3200	31	
306	12	3200	31	
307	14	3200	31	
308	17	3200	31	
309	19	3200	31	
310	22	3200	31	
311	6	3200	32	
312	7	3200	32	
313	8	3200	32	
314	10	3200	32	
315	11	3200	32	
316	13	3200	32	
317	15	3200	32	
318	18	3200	32	
319	20	3200	32	
320	23	3200	32	
321	6	3200	33	
322	7	3200	33	
323	8	3200	33	
324	10	3200	33	
325	11	3200	33	
326	13	3200	33	
327	15	3200	33	
328	18	3200	33	
329	20	3200	33	
330	23	3200	33	
331	8	3200	34	
332	9	3200	34	
333	10	3200	34	
334	12	3200	34	
335	13	3200	34	
336	15	3200	34	
337	17	3200	34	
338	20	3200	34	
339	22	3200	34	
340	25	3200	34	
341	9	3200	35	
342	10	3200	35	
343	11	3200	35	
344	13	3200	35	
345	14	3200	35	
346	16	3200	35	
347	18	3200	35	
348	21	3200	35	
349	23	3200	35	
350	26	3200	35	
351	10	3200	36	
352	11	3200	36	
353	12	3200	36	
354	14	3200	36	
355	15	3200	36	
356	17	3200	36	
357	19	3200	36	
358	22	3200	36	
359	24	3200	36	
360	27	3200	36	
361	11	3200	37	
362	12	3200	37	
363	13	3200	37	
364	15	3200	37	
365	16	3200	37	
366	18	3200	37	
367	20	3200	37	
368	23	3200	37	
369	25	3200	37	
370	28	3200	37	
371	12	3200	38	
372	13	3200	38	
373	14	3200	38	
374	16	3200	38	
375	17	3200	38	
376	19	3200	38	
377	21	3200	38	
378	24	3200	38	
379	26	3200	38	
380	29	3200	38	
381	13	3200	39	
382	14	3200	39	
383	15	3200	39	
384	17	3200	39	
385	18	3200	39	
386	20	3200	39	
387	22	3200	39	
388	25	3200	39	
389	27	3200	39	
390	30	3200	39	
391	14	3200	40	
392	15	3200	40	
393	16	3200	40	
394	18	3200	40	
395	19	3200	40	
396	21	3200	40	
397	23	3200	40	
398	26	3200	40	
399	28	3200	40	
400	31	3200	40	
401	15	3200	41	
402	16	3200	41	
403	17	3200	41	
404	19	3200	41	
405	20	3200	41	
406	22	3200	41	
407	24	3200	41	
408	27	3200	41	
409	29	3200	41	
410	32	3200	41	
411	16	3200	42	
412	17	3200	42	
413	18	3200	42	
414	20	3200	42	
415	21	3200	42	
416	23	3200	42	
417	25	3200	42	
418	28	3200	42	
419	30	3200	42	
420	33	3200	42	
421	17	3200	43	
422	18	3200	43	
423	19	3200	43	
424	21	3200	43	
425	22	3200	43	
426	24	3200	43	
427	26	3200	43	
428	29	3200	43	
429	31	3200	43	
430	34	3200	43	
431	18	3200	44	
432	19	3200	44	
433	20	3200	44	
434	22	3200	44	
435	23	3200	44	
436	25	3200	44	
437	27	3200	44	
438	30	3200	44	
439	32	3200	44	
440	35	3200	44	
441	19	3200	45	
442	20	3200	45	
443	21	3200	45	
444	23	3200	45	
445	24	3200	45	
446	26	3200	45	
447	28	3200	45	
448	31	3200	45	
449	33	3200	45	
450	36	3200	45	
451	20	3200	46	
452	21	3200	46	
453	22	3200	46	
454	24	3200	46	
455	25	3200	46	
456	27	3200	46	
457	29	3200	46	
458	32	3200	46	
459	34	3200	46	
460	37	3200	46	
461	21	3200	47	
462	22	3200	47	
463	23	3200	47	
464	25	3200	47	
465	26	3200	47	
466	28	3200	47	
467	30	3200	47	
468	33	3200	47	
469	35	3200	47	
470	38	3200	47	
471	22	3200	48	
472	23	3200	48	
473	24	3200	48	
474	26	3200	48	
475	27	3200	48	
476	29	3200	48	
477	31	3200	48	
478	34	3200	48	
479	36	3200	48	
480	39	3200	48	
481	23	3200	49	
482	24	3200	49	
483	25	3200	49	
484	27	3200	49	
485	28	3200	49	
486	30	3200	49	
487	32	3200	49	
488	35	3200	49	
489	37	3200	49	
490	40	3200	49	
491	24	3200	50	
492	25	3200	50	
493	26	3200	50	
494	28	3200	50	
495	29	3200	50	
496	31	3200	50	
497	33	3200	50	
498	36	3200	50	
499	38	3200	50	
500	41	3200	50	
;
