param N_paletes:=450;

param N_Niveis:=500;

param N_Racks:=50;

param Palete:
#	Referencia	Altura	Largura	Taxa de >Utilizacao
	1	2	3	4:=
90	251	79	1000	0
91	38	42	1000	49
92	172	39	1000	11
93	198	39	1000	8
94	56	79	1000	44
95	113	115	1000	20
96	29	79	1000	68
97	145	79	1000	12
98	165	99	1000	11
99	124	109	1000	17
100	275	109	800	7
101	15	79	1000	93
102	227	79	1000	4
103	136	33	1000	13
104	16	79	1000	93
105	110	59	1000	22
106	99	79	1000	24
107	101	33	1000	24
108	16	79	1000	93
109	15	79	1000	93
110	110	59	1000	22
111	62	59	1000	43
112	151	49	1000	11
113	161	59	1000	11
114	263	39	800	15
115	92	79	1000	25
116	5	46	1000	148
117	59	79	1000	44
118	159	39	1000	11
119	273	109	800	7
120	27	79	1000	73
121	124	109	1000	17
122	280	109	800	3
123	157	79	1000	11
124	281	109	800	2
125	140	49	1000	13
126	15	79	1000	93
127	185	79	1000	9
128	191	79	1000	9
129	16	79	1000	93
130	67	79	1000	41
131	83	79	1000	28
132	137	33	1000	13
133	4	59	1000	157
134	276	109	800	5
135	21	79	1000	86
136	1	59	1000	176
137	211	59	1000	5
138	118	109	1000	18
139	188	46	1000	9
140	185	79	1000	9
141	15	79	1000	93
142	71	39	1000	36
143	67	79	1000	41
144	15	79	1000	93
145	16	79	1000	93
146	15	79	1000	93
147	204	59	1000	7
148	127	119	1000	16
149	104	46	1000	23
150	150	99	1000	12
151	145	79	1000	12
152	42	33	1000	48
153	242	39	1000	2
154	12	79	1000	96
155	149	39	1000	12
156	60	33	1000	43
157	116	49	1000	19
158	78	33	1000	32
159	83	79	1000	28
160	259	79	800	29
161	92	79	1000	25
162	108	33	1000	23
163	258	79	800	29
164	229	59	1000	3
165	279	59	800	3
166	156	79	1000	11
167	83	79	1000	28
168	219	79	1000	5
169	125	49	1000	17
170	16	79	1000	93
171	109	59	1000	23
172	68	33	1000	40
173	52	39	1000	46
174	87	79	1000	27
175	216	59	1000	5
176	16	79	1000	93
177	54	79	1000	46
178	164	99	1000	11
179	120	79	1000	18
180	172	39	1000	11
181	204	99	1000	7
182	194	79	1000	9
183	96	59	1000	25
184	201	41	1000	7
185	15	79	1000	93
186	60	33	1000	43
187	16	79	1000	93
188	72	39	1000	36
189	258	79	800	29
190	16	79	1000	93
191	117	109	1000	18
192	146	79	1000	12
193	16	79	1000	93
194	145	79	1000	12
195	274	109	800	7
196	234	39	1000	3
197	62	59	1000	43
198	179	39	1000	10
199	76	59	1000	34
200	134	33	1000	14
201	164	99	1000	11
202	77	49	1000	34
203	3	47	1000	166
204	251	79	1000	0
205	38	42	1000	49
206	16	79	1000	93
207	63	79	1000	43
208	129	33	1000	15
209	46	39	1000	48
210	238	59	1000	3
211	18	33	1000	87
212	12	79	1000	96
213	113	115	1000	20
214	186	33	1000	9
215	60	33	1000	43
216	10	33	1000	114
217	117	109	1000	18
218	62	79	1000	43
219	1	79	1000	176
220	15	79	1000	93
221	165	99	1000	11
222	24	33	1000	80
223	15	79	1000	93
224	131	33	1000	15
225	12	79	1000	96
226	251	79	1000	0
227	276	109	800	5
228	16	79	1000	93
229	137	33	1000	13
230	136	33	1000	13
231	16	79	1000	93
232	91	39	1000	25
233	171	79	1000	11
234	72	39	1000	36
235	124	109	1000	17
236	74	33	1000	34
237	109	59	1000	23
238	39	79	1000	49
239	83	79	1000	28
240	39	79	1000	49
241	29	79	1000	68
242	178	33	1000	10
243	66	79	1000	42
244	152	33	1000	11
245	59	79	1000	44
246	228	39	1000	4
247	185	49	1000	9
248	16	79	1000	93
249	258	79	800	29
250	18	33	1000	87
251	195	99	1000	9
252	281	109	800	2
253	83	79	1000	28
254	50	46	1000	47
255	67	79	1000	41
256	15	79	1000	93
257	16	79	1000	93
258	94	59	1000	25
259	15	79	1000	93
260	45	39	1000	48
261	69	79	1000	38
262	224	59	1000	4
263	117	109	1000	18
264	99	79	1000	24
265	100	79	1000	24
266	167	59	1000	11
267	42	33	1000	48
268	27	79	1000	73
269	256	79	1000	0
270	16	79	1000	93
271	16	79	1000	93
272	12	79	1000	96
273	29	79	1000	68
274	196	79	1000	9
275	85	79	1000	28
276	75	39	1000	34
277	101	33	1000	24
278	248	39	1000	1
279	20	79	1000	86
280	165	99	1000	11
281	241	79	1000	2
282	16	79	1000	93
283	15	79	1000	93
284	39	79	1000	49
285	168	59	1000	11
286	133	59	1000	14
287	266	109	800	11
288	69	79	1000	38
289	214	39	1000	5
290	83	79	1000	28
291	87	39	1000	27
292	125	49	1000	17
293	49	42	1000	47
294	273	109	800	7
295	273	49	800	7
296	75	39	1000	34
297	127	119	1000	16
298	12	79	1000	96
299	229	59	1000	3
300	16	79	1000	93
301	206	59	1000	6
302	163	99	1000	11
303	87	79	1000	27
304	281	109	800	2
305	15	79	1000	93
306	54	79	1000	46
307	9	33	1000	124
308	114	109	1000	20
309	50	46	1000	47
310	262	39	800	15
311	246	39	1000	1
312	24	33	1000	80
313	159	39	1000	11
314	13	79	1000	95
315	233	39	1000	3
316	144	39	1000	12
317	149	39	1000	12
318	166	39	1000	11
319	15	79	1000	93
320	158	79	1000	11
321	63	79	1000	43
322	224	79	1000	4
323	39	79	1000	49
324	67	79	1000	41
325	16	79	1000	93
326	280	109	800	3
327	13	79	1000	95
328	125	109	1000	17
329	136	33	1000	13
330	150	109	1000	12
331	15	79	1000	93
332	131	33	1000	15
333	16	79	1000	93
334	56	79	1000	44
335	150	109	1000	12
336	131	33	1000	15
337	91	39	1000	25
338	16	79	1000	93
339	83	79	1000	28
340	15	79	1000	93
341	228	39	1000	4
342	12	79	1000	96
343	79	39	1000	32
344	50	46	1000	47
345	160	39	1000	11
346	39	79	1000	49
347	26	59	1000	78
348	23	47	1000	83
349	272	39	800	7
350	193	39	1000	9
351	154	99	1000	11
352	15	79	1000	93
353	87	79	1000	27
354	263	39	800	15
355	187	39	1000	9
356	129	33	1000	15
357	28	59	1000	72
358	34	79	1000	61
359	261	61	800	23
360	101	33	1000	24
361	15	79	1000	93
362	246	39	1000	1
363	125	109	1000	17
364	50	46	1000	47
365	251	79	1000	0
366	146	79	1000	12
367	202	41	1000	7
368	1	79	1000	176
369	273	49	800	7
370	146	79	1000	12
371	251	79	1000	0
372	9	33	1000	124
373	125	109	1000	17
374	27	79	1000	73
375	264	79	800	12
376	124	109	1000	17
377	12	79	1000	96
378	211	59	1000	5
379	57	79	1000	44
380	64	79	1000	42
381	276	109	800	5
382	96	59	1000	25
383	222	39	1000	4
384	194	39	1000	9
385	186	33	1000	9
386	32	79	1000	64
387	200	33	1000	8
388	118	109	1000	18
389	144	39	1000	12
390	33	79	1000	62
391	164	99	1000	11
392	61	59	1000	43
393	215	33	1000	5
394	1	79	1000	176
395	177	59	1000	10
396	25	47	1000	78
397	15	79	1000	93
398	108	33	1000	23
399	110	59	1000	22
400	204	99	1000	7
401	277	109	800	5
402	47	59	1000	48
403	203	59	1000	7
404	32	79	1000	64
405	23	47	1000	83
406	151	79	1000	11
407	179	39	1000	10
408	276	109	800	5
409	262	39	800	15
410	44	33	1000	48
411	15	79	1000	93
412	253	59	1000	0
413	230	59	1000	3
414	169	99	1000	11
415	178	33	1000	10
416	119	79	1000	18
417	21	79	1000	86
418	15	79	1000	93
419	254	59	1000	0
420	24	33	1000	80
421	241	79	1000	2
422	275	109	800	7
423	86	79	1000	27
424	38	42	1000	49
425	273	109	800	7
426	81	49	1000	29
427	29	79	1000	68
428	260	61	800	23
429	250	59	1000	0
430	233	39	1000	3
431	12	79	1000	96
432	257	109	800	31
433	20	79	1000	86
434	273	109	800	7
435	27	79	1000	73
436	21	79	1000	86
437	6	83.2	1000	144
438	175	59	1000	10
439	259	79	800	29
440	16	79	1000	93
441	132	59	1000	14
442	15	79	1000	93
443	120	79	1000	18
444	237	59	1000	3
445	172	39	1000	11
446	176	59	1000	10
447	66	79	1000	42
448	165	99	1000	11
449	221	39	1000	4
450	15	79	1000	93
;

param Nivel:
#	tempo	largura	rack
1	2	3	:=
1	0	3200	1
2	1	3200	1
3	2	3200	1
4	4	3200	1
5	5	3200	1
6	7	3200	1
7	9	3200	1
8	12	3200	1
9	14	3200	1
10	17	3200	1
11	1	3200	2
12	2	3200	2
13	3	3200	2
14	5	3200	2
15	6	3200	2
16	8	3200	2
17	10	3200	2
18	13	3200	2
19	15	3200	2
20	18	3200	2
21	2	3200	3
22	3	3200	3
23	4	3200	3
24	6	3200	3
25	7	3200	3
26	9	3200	3
27	11	3200	3
28	14	3200	3
29	16	3200	3
30	19	3200	3
31	3	3200	4
32	4	3200	4
33	5	3200	4
34	7	3200	4
35	8	3200	4
36	10	3200	4
37	12	3200	4
38	15	3200	4
39	17	3200	4
40	20	3200	4
41	4	3200	5
42	5	3200	5
43	6	3200	5
44	8	3200	5
45	9	3200	5
46	11	3200	5
47	13	3200	5
48	16	3200	5
49	18	3200	5
50	21	3200	5
51	5	3200	6
52	6	3200	6
53	7	3200	6
54	9	3200	6
55	10	3200	6
56	12	3200	6
57	14	3200	6
58	17	3200	6
59	19	3200	6
60	22	3200	6
61	6	3200	7
62	7	3200	7
63	8	3200	7
64	10	3200	7
65	11	3200	7
66	13	3200	7
67	15	3200	7
68	18	3200	7
69	20	3200	7
70	23	3200	7
71	7	3200	8
72	8	3200	8
73	9	3200	8
74	11	3200	8
75	12	3200	8
76	14	3200	8
77	16	3200	8
78	19	3200	8
79	21	3200	8
80	24	3200	8
81	8	3200	9
82	9	3200	9
83	10	3200	9
84	12	3200	9
85	13	3200	9
86	15	3200	9
87	17	3200	9
88	20	3200	9
89	22	3200	9
90	25	3200	9
91	9	3200	10
92	10	3200	10
93	11	3200	10
94	13	3200	10
95	14	3200	10
96	16	3200	10
97	18	3200	10
98	21	3200	10
99	23	3200	10
100	26	3200	10
101	10	3200	11
102	11	3200	11
103	12	3200	11
104	14	3200	11
105	15	3200	11
106	17	3200	11
107	19	3200	11
108	22	3200	11
109	24	3200	11
110	27	3200	11
111	11	3200	12
112	12	3200	12
113	13	3200	12
114	15	3200	12
115	16	3200	12
116	18	3200	12
117	20	3200	12
118	23	3200	12
119	25	3200	12
120	28	3200	12
121	0	3200	13
122	1	3200	13
123	2	3200	13
124	4	3200	13
125	5	3200	13
126	7	3200	13
127	9	3200	13
128	12	3200	13
129	14	3200	13
130	17	3200	13
131	1	3200	14
132	2	3200	14
133	3	3200	14
134	5	3200	14
135	6	3200	14
136	8	3200	14
137	10	3200	14
138	13	3200	14
139	15	3200	14
140	18	3200	14
141	2	3200	15
142	3	3200	15
143	4	3200	15
144	6	3200	15
145	7	3200	15
146	9	3200	15
147	11	3200	15
148	14	3200	15
149	16	3200	15
150	19	3200	15
151	3	3200	16
152	4	3200	16
153	5	3200	16
154	7	3200	16
155	8	3200	16
156	10	3200	16
157	12	3200	16
158	15	3200	16
159	17	3200	16
160	20	3200	16
161	4	3200	17
162	5	3200	17
163	6	3200	17
164	8	3200	17
165	9	3200	17
166	11	3200	17
167	13	3200	17
168	16	3200	17
169	18	3200	17
170	21	3200	17
171	5	3200	18
172	6	3200	18
173	7	3200	18
174	9	3200	18
175	10	3200	18
176	12	3200	18
177	14	3200	18
178	17	3200	18
179	19	3200	18
180	22	3200	18
181	6	3200	19
182	7	3200	19
183	8	3200	19
184	10	3200	19
185	11	3200	19
186	13	3200	19
187	15	3200	19
188	18	3200	19
189	20	3200	19
190	23	3200	19
191	7	3200	20
192	8	3200	20
193	9	3200	20
194	11	3200	20
195	12	3200	20
196	14	3200	20
197	16	3200	20
198	19	3200	20
199	21	3200	20
200	24	3200	20
201	8	3200	21
202	9	3200	21
203	10	3200	21
204	12	3200	21
205	13	3200	21
206	15	3200	21
207	17	3200	21
208	20	3200	21
209	22	3200	21
210	25	3200	21
211	9	3200	22
212	10	3200	22
213	11	3200	22
214	13	3200	22
215	14	3200	22
216	16	3200	22
217	18	3200	22
218	21	3200	22
219	23	3200	22
220	26	3200	22
221	10	3200	23
222	11	3200	23
223	12	3200	23
224	14	3200	23
225	15	3200	23
226	17	3200	23
227	19	3200	23
228	22	3200	23
229	24	3200	23
230	27	3200	23
231	11	3200	24
232	12	3200	24
233	13	3200	24
234	15	3200	24
235	16	3200	24
236	18	3200	24
237	20	3200	24
238	23	3200	24
239	25	3200	24
240	28	3200	24
241	2	3200	25
242	3	3200	25
243	4	3200	25
244	6	3200	25
245	7	3200	25
246	9	3200	25
247	11	3200	25
248	14	3200	25
249	16	3200	25
250	19	3200	25
251	3	3200	26
252	4	3200	26
253	5	3200	26
254	7	3200	26
255	8	3200	26
256	10	3200	26
257	12	3200	26
258	15	3200	26
259	17	3200	26
260	20	3200	26
261	4	3200	27
262	5	3200	27
263	6	3200	27
264	8	3200	27
265	9	3200	27
266	11	3200	27
267	13	3200	27
268	16	3200	27
269	18	3200	27
270	21	3200	27
271	5	3200	28
272	6	3200	28
273	7	3200	28
274	9	3200	28
275	10	3200	28
276	12	3200	28
277	14	3200	28
278	17	3200	28
279	19	3200	28
280	22	3200	28
281	6	3200	29
282	7	3200	29
283	8	3200	29
284	10	3200	29
285	11	3200	29
286	13	3200	29
287	15	3200	29
288	18	3200	29
289	20	3200	29
290	23	3200	29
291	7	3200	30
292	8	3200	30
293	9	3200	30
294	11	3200	30
295	12	3200	30
296	14	3200	30
297	16	3200	30
298	19	3200	30
299	21	3200	30
300	24	3200	30
301	8	3200	31
302	9	3200	31
303	10	3200	31
304	12	3200	31
305	13	3200	31
306	15	3200	31
307	17	3200	31
308	20	3200	31
309	22	3200	31
310	25	3200	31
311	9	3200	32
312	10	3200	32
313	11	3200	32
314	13	3200	32
315	14	3200	32
316	16	3200	32
317	18	3200	32
318	21	3200	32
319	23	3200	32
320	26	3200	32
321	10	3200	33
322	11	3200	33
323	12	3200	33
324	14	3200	33
325	15	3200	33
326	17	3200	33
327	19	3200	33
328	22	3200	33
329	24	3200	33
330	27	3200	33
331	11	3200	34
332	12	3200	34
333	13	3200	34
334	15	3200	34
335	16	3200	34
336	18	3200	34
337	20	3200	34
338	23	3200	34
339	25	3200	34
340	28	3200	34
341	12	3200	35
342	13	3200	35
343	14	3200	35
344	16	3200	35
345	17	3200	35
346	19	3200	35
347	21	3200	35
348	24	3200	35
349	26	3200	35
350	29	3200	35
351	13	3200	36
352	14	3200	36
353	15	3200	36
354	17	3200	36
355	18	3200	36
356	20	3200	36
357	22	3200	36
358	25	3200	36
359	27	3200	36
360	30	3200	36
361	2	3200	37
362	3	3200	37
363	4	3200	37
364	6	3200	37
365	7	3200	37
366	9	3200	37
367	11	3200	37
368	14	3200	37
369	16	3200	37
370	19	3200	37
371	3	3200	38
372	4	3200	38
373	5	3200	38
374	7	3200	38
375	8	3200	38
376	10	3200	38
377	12	3200	38
378	15	3200	38
379	17	3200	38
380	20	3200	38
381	4	3200	39
382	5	3200	39
383	6	3200	39
384	8	3200	39
385	9	3200	39
386	11	3200	39
387	13	3200	39
388	16	3200	39
389	18	3200	39
390	21	3200	39
391	5	3200	40
392	6	3200	40
393	7	3200	40
394	9	3200	40
395	10	3200	40
396	12	3200	40
397	14	3200	40
398	17	3200	40
399	19	3200	40
400	22	3200	40
401	6	3200	41
402	7	3200	41
403	8	3200	41
404	10	3200	41
405	11	3200	41
406	13	3200	41
407	15	3200	41
408	18	3200	41
409	20	3200	41
410	23	3200	41
411	7	3200	42
412	8	3200	42
413	9	3200	42
414	11	3200	42
415	12	3200	42
416	14	3200	42
417	16	3200	42
418	19	3200	42
419	21	3200	42
420	24	3200	42
421	8	3200	43
422	9	3200	43
423	10	3200	43
424	12	3200	43
425	13	3200	43
426	15	3200	43
427	17	3200	43
428	20	3200	43
429	22	3200	43
430	25	3200	43
431	9	3200	44
432	10	3200	44
433	11	3200	44
434	13	3200	44
435	14	3200	44
436	16	3200	44
437	18	3200	44
438	21	3200	44
439	23	3200	44
440	26	3200	44
441	10	3200	45
442	11	3200	45
443	12	3200	45
444	14	3200	45
445	15	3200	45
446	17	3200	45
447	19	3200	45
448	22	3200	45
449	24	3200	45
450	27	3200	45
451	11	3200	46
452	12	3200	46
453	13	3200	46
454	15	3200	46
455	16	3200	46
456	18	3200	46
457	20	3200	46
458	23	3200	46
459	25	3200	46
460	28	3200	46
461	12	3200	47
462	13	3200	47
463	14	3200	47
464	16	3200	47
465	17	3200	47
466	19	3200	47
467	21	3200	47
468	24	3200	47
469	26	3200	47
470	29	3200	47
471	13	3200	48
472	14	3200	48
473	15	3200	48
474	17	3200	48
475	18	3200	48
476	20	3200	48
477	22	3200	48
478	25	3200	48
479	27	3200	48
480	30	3200	48
481	12	3200	49
482	13	3200	49
483	14	3200	49
484	16	3200	49
485	17	3200	49
486	19	3200	49
487	21	3200	49
488	24	3200	49
489	26	3200	49
490	29	3200	49
491	14	3200	50
492	15	3200	50
493	16	3200	50
494	18	3200	50
495	19	3200	50
496	21	3200	50
497	23	3200	50
498	26	3200	50
499	28	3200	50
500	31	3200	50
;
